GAME_DATE_EST,GAME_ID,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,PTS_home,PTS_away,HOME_TEAM_WINS,HOME_ORTG,AWAY_ORTG,HOME_DRTG,AWAY_DRTG,HOME_SRS,AWAY_SRS,HOME_EFG,AWAY_EFG,HOME_TS,AWAY_TS,MOV
2021-02-26,22000508,Chicago Bulls,Phoenix Suns,2020,97,106,0,111.1,117.2,112.0,111.3,-0.94,5.67,0.547,0.564,0.575,0.597,-9.0
2021-02-26,22000509,Memphis Grizzlies,Los Angeles Clippers,2020,99,119,0,112.0,117.6,111.0,111.2,1.07,6.02,0.528,0.564,0.56,0.599,-20.0
2021-02-26,22000510,Oklahoma City Thunder,Atlanta Hawks,2020,118,109,1,103.5,115.7,114.0,113.3,-10.13,2.14,0.509,0.539,0.539,0.581,9.0
2021-02-26,22000511,Golden State Warriors,Charlotte Hornets,2020,130,121,1,111.1,110.9,110.1,112.8,1.1,-1.94,0.551,0.532,0.583,0.564,9.0
2021-02-26,22000512,Los Angeles Lakers,Portland Trail Blazers,2020,102,93,1,109.9,117.8,107.1,116.0,2.77,1.81,0.536,0.54,0.569,0.577,9.0
2021-02-25,22000498,Philadelphia 76ers,Dallas Mavericks,2020,111,97,1,113.2,115.4,107.6,113.0,5.28,2.26,0.541,0.55,0.579,0.582,14.0
2021-02-25,22000499,Brooklyn Nets,Orlando Magic,2020,129,92,1,118.3,105.1,113.8,114.5,4.24,-9.02,0.575,0.49,0.61,0.527,37.0
2021-02-25,22000500,New York Knicks,Sacramento Kings,2020,140,121,1,110.6,113.6,108.2,117.2,2.13,-3.45,0.524,0.549,0.559,0.578,19.0
2021-02-25,22000501,Memphis Grizzlies,Los Angeles Clippers,2020,122,94,1,112.0,117.6,111.0,111.2,1.07,6.02,0.528,0.564,0.56,0.599,28.0
2021-02-25,22000502,Denver Nuggets,Washington Wizards,2020,110,112,0,117.1,111.2,112.1,113.0,4.82,-1.85,0.557,0.531,0.588,0.569,-2.0
2021-02-25,22000503,Milwaukee Bucks,New Orleans Pelicans,2020,129,125,1,117.2,113.5,111.4,113.8,5.57,-0.2,0.566,0.537,0.593,0.57,4.0
2021-02-24,22000489,Indiana Pacers,Golden State Warriors,2020,107,111,0,112.4,111.1,112.4,110.1,-0.13,1.1,0.542,0.551,0.575,0.583,-4.0
2021-02-24,22000490,Atlanta Hawks,Boston Celtics,2020,127,112,1,115.7,114.0,113.3,112.5,2.14,1.32,0.539,0.543,0.581,0.574,15.0
2021-02-24,22000491,Cleveland Cavaliers,Houston Rockets,2020,112,96,1,105.8,107.1,114.4,114.9,-8.19,-7.5,0.508,0.521,0.543,0.553,16.0
2021-02-24,22000492,Miami Heat,Toronto Raptors,2020,116,108,1,111.2,112.0,111.2,112.5,-0.06,-0.54,0.546,0.529,0.581,0.567,8.0
2021-02-24,22000493,Chicago Bulls,Minnesota Timberwolves,2020,133,126,1,111.1,109.5,112.0,115.0,-0.94,-5.25,0.547,0.52,0.575,0.555,7.0
2021-02-24,22000494,New Orleans Pelicans,Detroit Pistons,2020,128,118,1,113.5,108.0,113.8,112.5,-0.2,-4.38,0.537,0.519,0.57,0.556,10.0
2021-02-24,22000495,Oklahoma City Thunder,San Antonio Spurs,2020,102,99,1,103.5,111.0,114.0,112.8,-10.13,-1.58,0.509,0.517,0.539,0.554,3.0
2021-02-24,22000496,Phoenix Suns,Charlotte Hornets,2020,121,124,0,117.2,110.9,111.3,112.8,5.67,-1.94,0.564,0.532,0.597,0.564,-3.0
2021-02-24,22000497,Utah Jazz,Los Angeles Lakers,2020,114,89,1,117.6,109.9,108.3,107.1,8.97,2.77,0.563,0.536,0.597,0.569,25.0
2021-02-23,22000480,Cleveland Cavaliers,Atlanta Hawks,2020,112,111,1,105.8,115.7,114.4,113.3,-8.19,2.14,0.508,0.539,0.543,0.581,1.0
2021-02-23,22000481,Orlando Magic,Detroit Pistons,2020,93,105,0,105.1,108.0,114.5,112.5,-9.02,-4.38,0.49,0.519,0.527,0.556,-12.0
2021-02-23,22000482,Brooklyn Nets,Sacramento Kings,2020,127,118,1,118.3,113.6,113.8,117.2,4.24,-3.45,0.575,0.549,0.61,0.578,9.0
2021-02-23,22000483,New York Knicks,Golden State Warriors,2020,106,114,0,110.6,111.1,108.2,110.1,2.13,1.1,0.524,0.551,0.559,0.583,-8.0
2021-02-23,22000484,Toronto Raptors,Philadelphia 76ers,2020,102,109,0,112.0,113.2,112.5,107.6,-0.54,5.28,0.529,0.541,0.567,0.579,-7.0
2021-02-23,22000485,Dallas Mavericks,Boston Celtics,2020,110,107,1,115.4,114.0,113.0,112.5,2.26,1.32,0.55,0.543,0.582,0.574,3.0
2021-02-23,22000486,Milwaukee Bucks,Minnesota Timberwolves,2020,139,112,1,117.2,109.5,111.4,115.0,5.57,-5.25,0.566,0.52,0.593,0.555,27.0
2021-02-23,22000487,Denver Nuggets,Portland Trail Blazers,2020,111,106,1,117.1,117.8,112.1,116.0,4.82,1.81,0.557,0.54,0.588,0.577,5.0
2021-02-23,22000488,Los Angeles Clippers,Washington Wizards,2020,135,116,1,117.6,111.2,111.2,113.0,6.02,-1.85,0.564,0.531,0.599,0.569,19.0
2021-02-22,22000474,Houston Rockets,Chicago Bulls,2020,100,120,0,107.1,111.1,114.9,112.0,-7.5,-0.94,0.521,0.547,0.553,0.575,-20.0
2021-02-22,22000476,Dallas Mavericks,Memphis Grizzlies,2020,102,92,1,115.4,112.0,113.0,111.0,2.26,1.07,0.55,0.528,0.582,0.56,10.0
2021-02-22,22000475,Oklahoma City Thunder,Miami Heat,2020,94,108,0,103.5,111.2,114.0,111.2,-10.13,-0.06,0.509,0.546,0.539,0.581,-14.0
2021-02-22,22000477,Phoenix Suns,Portland Trail Blazers,2020,132,100,1,117.2,117.8,111.3,116.0,5.67,1.81,0.564,0.54,0.597,0.577,32.0
2021-02-22,22000478,Utah Jazz,Charlotte Hornets,2020,132,110,1,117.6,110.9,108.3,112.8,8.97,-1.94,0.563,0.532,0.597,0.564,22.0
2021-02-22,22000479,Los Angeles Lakers,Washington Wizards,2020,124,127,0,109.9,111.2,107.1,113.0,2.77,-1.85,0.536,0.531,0.569,0.569,-3.0
2021-02-21,22000465,New Orleans Pelicans,Boston Celtics,2020,120,115,1,113.5,114.0,113.8,112.5,-0.2,1.32,0.537,0.543,0.57,0.574,5.0
2021-02-21,22000466,Cleveland Cavaliers,Oklahoma City Thunder,2020,101,117,0,105.8,103.5,114.4,114.0,-8.19,-10.13,0.508,0.509,0.543,0.539,-16.0
2021-02-21,22000467,Orlando Magic,Detroit Pistons,2020,105,96,1,105.1,108.0,114.5,112.5,-9.02,-4.38,0.49,0.519,0.527,0.556,9.0
2021-02-21,22000468,Toronto Raptors,Philadelphia 76ers,2020,110,103,1,112.0,113.2,112.5,107.6,-0.54,5.28,0.529,0.541,0.567,0.579,7.0
2021-02-21,22000469,New York Knicks,Minnesota Timberwolves,2020,103,99,1,110.6,109.5,108.2,115.0,2.13,-5.25,0.524,0.52,0.559,0.555,4.0
2021-02-21,22000470,Atlanta Hawks,Denver Nuggets,2020,123,115,1,115.7,117.1,113.3,112.1,2.14,4.82,0.539,0.557,0.581,0.588,8.0
2021-02-21,22000472,Los Angeles Clippers,Brooklyn Nets,2020,108,112,0,117.6,118.3,111.2,113.8,6.02,4.24,0.564,0.575,0.599,0.61,-4.0
2021-02-21,22000471,Milwaukee Bucks,Sacramento Kings,2020,128,115,1,117.2,113.6,111.4,117.2,5.57,-3.45,0.566,0.549,0.593,0.578,13.0
2021-02-20,22000459,Charlotte Hornets,Golden State Warriors,2020,102,100,1,110.9,111.1,112.8,110.1,-1.94,1.1,0.532,0.551,0.564,0.583,2.0
2021-02-20,22000463,Los Angeles Lakers,Miami Heat,2020,94,96,0,109.9,111.2,107.1,111.2,2.77,-0.06,0.536,0.546,0.569,0.581,-2.0
2021-02-20,22000460,Chicago Bulls,Sacramento Kings,2020,122,114,1,111.1,113.6,112.0,117.2,-0.94,-3.45,0.547,0.549,0.575,0.578,8.0
2021-02-20,22000462,Memphis Grizzlies,Phoenix Suns,2020,97,128,0,112.0,117.2,111.0,111.3,1.07,5.67,0.528,0.564,0.56,0.597,-31.0
2021-02-20,22000464,Portland Trail Blazers,Washington Wizards,2020,111,118,0,117.8,111.2,116.0,113.0,1.81,-1.85,0.54,0.531,0.577,0.569,-7.0
2021-02-19,22000449,Orlando Magic,Golden State Warriors,2020,124,120,1,105.1,111.1,114.5,110.1,-9.02,1.1,0.49,0.551,0.527,0.583,4.0
2021-02-19,22000563,Cleveland Cavaliers,Denver Nuggets,2020,103,120,0,105.8,117.1,114.4,112.1,-8.19,4.82,0.508,0.557,0.543,0.588,-17.0
2021-02-19,22000450,Philadelphia 76ers,Chicago Bulls,2020,112,105,1,113.2,111.1,107.6,112.0,5.28,-0.94,0.541,0.547,0.579,0.575,7.0
2021-02-19,22000451,Boston Celtics,Atlanta Hawks,2020,121,109,1,114.0,115.7,112.5,113.3,1.32,2.14,0.543,0.539,0.574,0.581,12.0
2021-02-19,22000452,Memphis Grizzlies,Detroit Pistons,2020,109,95,1,112.0,108.0,111.0,112.5,1.07,-4.38,0.528,0.519,0.56,0.556,14.0
2021-02-19,22000453,Milwaukee Bucks,Oklahoma City Thunder,2020,98,85,1,117.2,103.5,111.4,114.0,5.57,-10.13,0.566,0.509,0.593,0.539,13.0
2021-02-19,22000455,New Orleans Pelicans,Phoenix Suns,2020,114,132,0,113.5,117.2,113.8,111.3,-0.2,5.67,0.537,0.564,0.57,0.597,-18.0
2021-02-19,22000454,Minnesota Timberwolves,Toronto Raptors,2020,81,86,0,109.5,112.0,115.0,112.5,-5.25,-0.54,0.52,0.529,0.555,0.567,-5.0
2021-02-19,22000457,Los Angeles Clippers,Utah Jazz,2020,116,112,1,117.6,117.6,111.2,108.3,6.02,8.97,0.564,0.563,0.599,0.597,4.0
2021-02-18,22000445,Milwaukee Bucks,Toronto Raptors,2020,96,110,0,117.2,112.0,111.4,112.5,5.57,-0.54,0.566,0.529,0.593,0.567,-14.0
2021-02-18,22000446,Los Angeles Lakers,Brooklyn Nets,2020,98,109,0,109.9,118.3,107.1,113.8,2.77,4.24,0.536,0.575,0.569,0.61,-11.0
2021-02-18,22000447,Sacramento Kings,Miami Heat,2020,110,118,0,113.6,111.2,117.2,111.2,-3.45,-0.06,0.549,0.546,0.578,0.581,-8.0
2021-02-17,22000436,Orlando Magic,New York Knicks,2020,107,89,1,105.1,110.6,114.5,108.2,-9.02,2.13,0.49,0.524,0.527,0.559,18.0
2021-02-17,22000438,Boston Celtics,Atlanta Hawks,2020,114,122,0,114.0,115.7,112.5,113.3,1.32,2.14,0.543,0.539,0.574,0.581,-8.0
2021-02-17,22000439,Philadelphia 76ers,Houston Rockets,2020,118,113,1,113.2,107.1,107.6,114.9,5.28,-7.5,0.541,0.521,0.579,0.553,5.0
2021-02-17,22000437,Washington Wizards,Denver Nuggets,2020,130,128,1,111.2,117.1,113.0,112.1,-1.85,4.82,0.531,0.557,0.569,0.588,2.0
2021-02-17,22000440,Minnesota Timberwolves,Indiana Pacers,2020,128,134,0,109.5,112.4,115.0,112.4,-5.25,-0.13,0.52,0.542,0.555,0.575,-6.0
2021-02-17,22000564,Chicago Bulls,Detroit Pistons,2020,105,102,1,111.1,108.0,112.0,112.5,-0.94,-4.38,0.547,0.519,0.575,0.556,3.0
2021-02-17,22000441,New Orleans Pelicans,Portland Trail Blazers,2020,124,126,0,113.5,117.8,113.8,116.0,-0.2,1.81,0.537,0.54,0.57,0.577,-2.0
2021-02-17,22000562,Memphis Grizzlies,Oklahoma City Thunder,2020,122,113,1,112.0,103.5,111.0,114.0,1.07,-10.13,0.528,0.509,0.56,0.539,9.0
2021-02-17,22000443,Golden State Warriors,Miami Heat,2020,120,112,1,111.1,111.2,110.1,111.2,1.1,-0.06,0.551,0.546,0.583,0.581,8.0
2021-02-17,22000444,Los Angeles Clippers,Utah Jazz,2020,96,114,0,117.6,117.6,111.2,108.3,6.02,8.97,0.564,0.563,0.599,0.597,-18.0
2021-02-16,22000427,Boston Celtics,Denver Nuggets,2020,112,99,1,114.0,117.1,112.5,112.1,1.32,4.82,0.543,0.557,0.574,0.588,13.0
2021-02-16,22000429,Memphis Grizzlies,New Orleans Pelicans,2020,113,144,0,112.0,113.5,111.0,113.8,1.07,-0.2,0.528,0.537,0.56,0.57,-31.0
2021-02-16,22000430,Milwaukee Bucks,Toronto Raptors,2020,113,124,0,117.2,112.0,111.4,112.5,5.57,-0.54,0.566,0.529,0.593,0.567,-11.0
2021-02-16,22000431,Minnesota Timberwolves,Los Angeles Lakers,2020,104,112,0,109.5,109.9,115.0,107.1,-5.25,2.77,0.52,0.536,0.555,0.569,-8.0
2021-02-16,22000432,Oklahoma City Thunder,Portland Trail Blazers,2020,104,115,0,103.5,117.8,114.0,116.0,-10.13,1.81,0.509,0.54,0.539,0.577,-11.0
2021-02-16,22000433,Phoenix Suns,Brooklyn Nets,2020,124,128,0,117.2,118.3,111.3,113.8,5.67,4.24,0.564,0.575,0.597,0.61,-4.0
2021-02-15,22000420,Indiana Pacers,Chicago Bulls,2020,112,120,0,112.4,111.1,112.4,112.0,-0.13,-0.94,0.542,0.547,0.575,0.575,-8.0
2021-02-15,22000421,Washington Wizards,Houston Rockets,2020,131,119,1,111.2,107.1,113.0,114.9,-1.85,-7.5,0.531,0.521,0.569,0.553,12.0
2021-02-15,22000422,New York Knicks,Atlanta Hawks,2020,123,112,1,110.6,115.7,108.2,113.3,2.13,2.14,0.524,0.539,0.559,0.581,11.0
2021-02-15,22000423,Utah Jazz,Philadelphia 76ers,2020,134,123,1,117.6,113.2,108.3,107.6,8.97,5.28,0.563,0.541,0.597,0.579,11.0
2021-02-15,22000424,Golden State Warriors,Cleveland Cavaliers,2020,129,98,1,111.1,105.8,110.1,114.4,1.1,-8.19,0.551,0.508,0.583,0.543,31.0
2021-02-15,22000425,Los Angeles Clippers,Miami Heat,2020,125,118,1,117.6,111.2,111.2,111.2,6.02,-0.06,0.564,0.546,0.599,0.581,7.0
2021-02-15,22000426,Sacramento Kings,Brooklyn Nets,2020,125,136,0,113.6,118.3,117.2,113.8,-3.45,4.24,0.549,0.575,0.578,0.61,-11.0
2021-02-14,22000560,Washington Wizards,Boston Celtics,2020,104,91,1,111.2,114.0,113.0,112.5,-1.85,1.32,0.531,0.543,0.569,0.574,13.0
2021-02-14,22000413,Toronto Raptors,Minnesota Timberwolves,2020,112,116,0,112.0,109.5,112.5,115.0,-0.54,-5.25,0.529,0.52,0.567,0.555,-4.0
2021-02-14,22000414,Charlotte Hornets,San Antonio Spurs,2020,110,122,0,110.9,111.0,112.8,112.8,-1.94,-1.58,0.532,0.517,0.564,0.554,-12.0
2021-02-14,22000561,Detroit Pistons,New Orleans Pelicans,2020,123,112,1,108.0,113.5,112.5,113.8,-4.38,-0.2,0.519,0.537,0.556,0.57,11.0
2021-02-14,22000411,Dallas Mavericks,Portland Trail Blazers,2020,118,121,0,115.4,117.8,113.0,116.0,2.26,1.81,0.55,0.54,0.582,0.577,-3.0
2021-02-14,22000415,Oklahoma City Thunder,Milwaukee Bucks,2020,114,109,1,103.5,117.2,114.0,111.4,-10.13,5.57,0.509,0.566,0.539,0.593,5.0
2021-02-14,22000417,Phoenix Suns,Orlando Magic,2020,109,90,1,117.2,105.1,111.3,114.5,5.67,-9.02,0.564,0.49,0.597,0.527,19.0
2021-02-14,22000416,Denver Nuggets,Los Angeles Lakers,2020,122,105,1,117.1,109.9,112.1,107.1,4.82,2.77,0.557,0.536,0.588,0.569,17.0
2021-02-14,22000418,Sacramento Kings,Memphis Grizzlies,2020,110,124,0,113.6,112.0,117.2,111.0,-3.45,1.07,0.549,0.528,0.578,0.56,-14.0
2021-02-14,22000419,Los Angeles Clippers,Cleveland Cavaliers,2020,128,111,1,117.6,105.8,111.2,114.4,6.02,-8.19,0.564,0.508,0.599,0.543,17.0
2021-02-13,22000406,Phoenix Suns,Philadelphia 76ers,2020,120,111,1,117.2,113.2,111.3,107.6,5.67,5.28,0.564,0.541,0.597,0.579,9.0
2021-02-13,22000407,Atlanta Hawks,Indiana Pacers,2020,113,125,0,115.7,112.4,113.3,112.4,2.14,-0.13,0.539,0.542,0.581,0.575,-12.0
2021-02-13,22000408,New York Knicks,Houston Rockets,2020,121,99,1,110.6,107.1,108.2,114.9,2.13,-7.5,0.524,0.521,0.559,0.553,22.0
2021-02-13,22000409,Golden State Warriors,Brooklyn Nets,2020,117,134,0,111.1,118.3,110.1,113.8,1.1,4.24,0.551,0.575,0.583,0.61,-17.0
2021-02-13,22000410,Utah Jazz,Miami Heat,2020,112,94,1,117.6,111.2,108.3,111.2,8.97,-0.06,0.563,0.546,0.597,0.581,18.0
2021-02-12,22000395,Charlotte Hornets,Minnesota Timberwolves,2020,120,114,1,110.9,109.5,112.8,115.0,-1.94,-5.25,0.532,0.52,0.564,0.555,6.0
2021-02-12,22000396,Washington Wizards,New York Knicks,2020,91,109,0,111.2,110.6,113.0,108.2,-1.85,2.13,0.531,0.524,0.569,0.559,-18.0
2021-02-12,22000397,Atlanta Hawks,San Antonio Spurs,2020,114,125,0,115.7,111.0,113.3,112.8,2.14,-1.58,0.539,0.517,0.581,0.554,-11.0
2021-02-12,22000399,Dallas Mavericks,New Orleans Pelicans,2020,143,130,1,115.4,113.5,113.0,113.8,2.26,-0.2,0.55,0.537,0.582,0.57,13.0
2021-02-12,22000400,Chicago Bulls,Los Angeles Clippers,2020,106,125,0,111.1,117.6,112.0,111.2,-0.94,6.02,0.547,0.564,0.575,0.599,-19.0
2021-02-12,22000412,Boston Celtics,Detroit Pistons,2020,102,108,0,114.0,108.0,112.5,112.5,1.32,-4.38,0.543,0.519,0.574,0.556,-6.0
2021-02-12,22000401,Denver Nuggets,Oklahoma City Thunder,2020,97,95,1,117.1,103.5,112.1,114.0,4.82,-10.13,0.557,0.509,0.588,0.539,2.0
2021-02-12,22000402,Utah Jazz,Milwaukee Bucks,2020,129,115,1,117.6,117.2,108.3,111.4,8.97,5.57,0.563,0.566,0.597,0.593,14.0
2021-02-12,22000403,Los Angeles Lakers,Memphis Grizzlies,2020,115,105,1,109.9,112.0,107.1,111.0,2.77,1.07,0.536,0.528,0.569,0.56,10.0
2021-02-12,22000404,Portland Trail Blazers,Cleveland Cavaliers,2020,129,110,1,117.8,105.8,116.0,114.4,1.81,-8.19,0.54,0.508,0.577,0.543,19.0
2021-02-12,22000405,Sacramento Kings,Orlando Magic,2020,112,123,0,113.6,105.1,117.2,114.5,-3.45,-9.02,0.549,0.49,0.578,0.527,-11.0
2021-02-11,22000392,Houston Rockets,Miami Heat,2020,94,101,0,107.1,111.2,114.9,111.2,-7.5,-0.06,0.521,0.546,0.553,0.581,-7.0
2021-02-11,22000398,Boston Celtics,Toronto Raptors,2020,120,106,1,114.0,112.0,112.5,112.5,1.32,-0.54,0.543,0.529,0.574,0.567,14.0
2021-02-11,22000391,Detroit Pistons,Indiana Pacers,2020,95,111,0,108.0,112.4,112.5,112.4,-4.38,-0.13,0.519,0.542,0.556,0.575,-16.0
2021-02-11,22000393,Golden State Warriors,Orlando Magic,2020,111,105,1,111.1,105.1,110.1,114.5,1.1,-9.02,0.551,0.49,0.583,0.527,6.0
2021-02-11,22000394,Portland Trail Blazers,Philadelphia 76ers,2020,118,114,1,117.8,113.2,116.0,107.6,1.81,5.28,0.54,0.541,0.577,0.579,4.0
2021-02-10,22000382,Washington Wizards,Toronto Raptors,2020,115,137,0,111.2,112.0,113.0,112.5,-1.85,-0.54,0.531,0.529,0.569,0.567,-22.0
2021-02-10,22000384,Dallas Mavericks,Atlanta Hawks,2020,118,117,1,115.4,115.7,113.0,113.3,2.26,2.14,0.55,0.539,0.582,0.581,1.0
2021-02-10,22000383,Brooklyn Nets,Indiana Pacers,2020,104,94,1,118.3,112.4,113.8,112.4,4.24,-0.13,0.575,0.542,0.61,0.575,10.0
2021-02-10,22000386,Memphis Grizzlies,Charlotte Hornets,2020,130,114,1,112.0,110.9,111.0,112.8,1.07,-1.94,0.528,0.532,0.56,0.564,16.0
2021-02-10,22000387,Minnesota Timberwolves,Los Angeles Clippers,2020,112,119,0,109.5,117.6,115.0,111.2,-5.25,6.02,0.52,0.564,0.555,0.599,-7.0
2021-02-10,22000385,Chicago Bulls,New Orleans Pelicans,2020,129,116,1,111.1,113.5,112.0,113.8,-0.94,-0.2,0.547,0.537,0.575,0.57,13.0
2021-02-10,22000388,Denver Nuggets,Cleveland Cavaliers,2020,133,95,1,117.1,105.8,112.1,114.4,4.82,-8.19,0.557,0.508,0.588,0.543,38.0
2021-02-10,22000389,Phoenix Suns,Milwaukee Bucks,2020,125,124,1,117.2,117.2,111.3,111.4,5.67,5.57,0.564,0.566,0.597,0.593,1.0
2021-02-10,22000390,Los Angeles Lakers,Oklahoma City Thunder,2020,114,113,1,109.9,103.5,107.1,114.0,2.77,-10.13,0.536,0.509,0.569,0.539,1.0
2021-02-09,22000375,Detroit Pistons,Brooklyn Nets,2020,122,111,1,108.0,118.3,112.5,113.8,-4.38,4.24,0.519,0.575,0.556,0.61,11.0
2021-02-09,22000376,Miami Heat,New York Knicks,2020,98,96,1,111.2,110.6,111.2,108.2,-0.06,2.13,0.546,0.524,0.581,0.559,2.0
2021-02-09,22000377,New Orleans Pelicans,Houston Rockets,2020,130,101,1,113.5,107.1,113.8,114.9,-0.2,-7.5,0.537,0.521,0.57,0.553,29.0
2021-02-09,22000378,San Antonio Spurs,Golden State Warriors,2020,91,114,0,111.0,111.1,112.8,110.1,-1.58,1.1,0.517,0.551,0.554,0.583,-23.0
2021-02-09,22000379,Utah Jazz,Boston Celtics,2020,122,108,1,117.6,114.0,108.3,112.5,8.97,1.32,0.563,0.543,0.597,0.574,14.0
2021-02-09,22000380,Portland Trail Blazers,Orlando Magic,2020,106,97,1,117.8,105.1,116.0,114.5,1.81,-9.02,0.54,0.49,0.577,0.527,9.0
2021-02-09,22000381,Sacramento Kings,Philadelphia 76ers,2020,111,119,0,113.6,113.2,117.2,107.6,-3.45,5.28,0.549,0.541,0.578,0.579,-8.0
2021-02-08,22000367,Charlotte Hornets,Houston Rockets,2020,119,94,1,110.9,107.1,112.8,114.9,-1.94,-7.5,0.532,0.521,0.564,0.553,25.0
2021-02-08,22000368,Chicago Bulls,Washington Wizards,2020,101,105,0,111.1,111.2,112.0,113.0,-0.94,-1.85,0.547,0.531,0.575,0.569,-4.0
2021-02-08,22000369,Memphis Grizzlies,Toronto Raptors,2020,113,128,0,112.0,112.0,111.0,112.5,1.07,-0.54,0.528,0.529,0.56,0.567,-15.0
2021-02-08,22000370,Dallas Mavericks,Minnesota Timberwolves,2020,127,122,1,115.4,109.5,113.0,115.0,2.26,-5.25,0.55,0.52,0.582,0.555,5.0
2021-02-08,22000371,San Antonio Spurs,Golden State Warriors,2020,105,100,1,111.0,111.1,112.8,110.1,-1.58,1.1,0.517,0.551,0.554,0.583,5.0
2021-02-08,22000372,Phoenix Suns,Cleveland Cavaliers,2020,119,113,1,117.2,105.8,111.3,114.4,5.67,-8.19,0.564,0.508,0.597,0.543,6.0
2021-02-08,22000373,Denver Nuggets,Milwaukee Bucks,2020,112,125,0,117.1,117.2,112.1,111.4,4.82,5.57,0.557,0.566,0.588,0.593,-13.0
2021-02-08,22000374,Los Angeles Lakers,Oklahoma City Thunder,2020,119,112,1,109.9,103.5,107.1,114.0,2.77,-10.13,0.536,0.509,0.569,0.539,7.0
2021-02-07,22000215,Charlotte Hornets,Washington Wizards,2020,119,97,1,110.9,111.2,112.8,113.0,-1.94,-1.85,0.532,0.531,0.564,0.569,22.0
2021-02-07,22000363,Indiana Pacers,Utah Jazz,2020,95,103,0,112.4,117.6,112.4,108.3,-0.13,8.97,0.542,0.563,0.575,0.597,-8.0
2021-02-07,22000364,New York Knicks,Miami Heat,2020,103,109,0,110.6,111.2,108.2,111.2,2.13,-0.06,0.524,0.546,0.559,0.581,-6.0
2021-02-07,22000365,Phoenix Suns,Boston Celtics,2020,100,91,1,117.2,114.0,111.3,112.5,5.67,1.32,0.564,0.543,0.597,0.574,9.0
2021-02-07,22000366,Los Angeles Clippers,Sacramento Kings,2020,110,113,0,117.6,113.6,111.2,117.2,6.02,-3.45,0.564,0.549,0.599,0.578,-3.0
2021-02-06,22000351,New York Knicks,Portland Trail Blazers,2020,110,99,1,110.6,117.8,108.2,116.0,2.13,1.81,0.524,0.54,0.559,0.577,11.0
2021-02-06,22000352,Sacramento Kings,Denver Nuggets,2020,119,114,1,113.6,117.1,117.2,112.1,-3.45,4.82,0.549,0.557,0.578,0.588,5.0
2021-02-06,22000353,Orlando Magic,Chicago Bulls,2020,92,118,0,105.1,111.1,114.5,112.0,-9.02,-0.94,0.49,0.547,0.527,0.575,-26.0
2021-02-06,22000354,Philadelphia 76ers,Brooklyn Nets,2020,124,108,1,113.2,118.3,107.6,113.8,5.28,4.24,0.541,0.575,0.579,0.61,16.0
2021-02-06,22000356,Atlanta Hawks,Toronto Raptors,2020,132,121,1,115.7,112.0,113.3,112.5,2.14,-0.54,0.539,0.529,0.581,0.567,11.0
2021-02-06,22000357,Cleveland Cavaliers,Milwaukee Bucks,2020,99,124,0,105.8,117.2,114.4,111.4,-8.19,5.57,0.508,0.566,0.543,0.593,-25.0
2021-02-06,22000358,Houston Rockets,San Antonio Spurs,2020,106,111,0,107.1,111.0,114.9,112.8,-7.5,-1.58,0.521,0.517,0.553,0.554,-5.0
2021-02-06,22000359,Oklahoma City Thunder,Minnesota Timberwolves,2020,120,118,1,103.5,109.5,114.0,115.0,-10.13,-5.25,0.509,0.52,0.539,0.555,2.0
2021-02-06,22000360,Dallas Mavericks,Golden State Warriors,2020,134,132,1,115.4,111.1,113.0,110.1,2.26,1.1,0.55,0.551,0.582,0.583,2.0
2021-02-06,22000355,New Orleans Pelicans,Memphis Grizzlies,2020,118,109,1,113.5,112.0,113.8,111.0,-0.2,1.07,0.537,0.528,0.57,0.56,9.0
2021-02-06,22000361,Los Angeles Lakers,Detroit Pistons,2020,135,129,1,109.9,108.0,107.1,112.5,2.77,-4.38,0.536,0.519,0.569,0.556,6.0
2021-02-05,22000343,Indiana Pacers,New Orleans Pelicans,2020,113,114,0,112.4,113.5,112.4,113.8,-0.13,-0.2,0.542,0.537,0.575,0.57,-1.0
2021-02-05,22000344,Orlando Magic,Chicago Bulls,2020,123,119,1,105.1,111.1,114.5,112.0,-9.02,-0.94,0.49,0.547,0.527,0.575,4.0
2021-02-05,22000345,Brooklyn Nets,Toronto Raptors,2020,117,123,0,118.3,112.0,113.8,112.5,4.24,-0.54,0.575,0.529,0.61,0.567,-6.0
2021-02-05,22000346,Cleveland Cavaliers,Milwaukee Bucks,2020,105,123,0,105.8,117.2,114.4,111.4,-8.19,5.57,0.508,0.566,0.543,0.593,-18.0
2021-02-05,22000342,Charlotte Hornets,Utah Jazz,2020,121,138,0,110.9,117.6,112.8,108.3,-1.94,8.97,0.532,0.563,0.564,0.597,-17.0
2021-02-05,22000347,Miami Heat,Washington Wizards,2020,122,95,1,111.2,111.2,111.2,113.0,-0.06,-1.85,0.546,0.531,0.581,0.569,27.0
2021-02-05,22000348,Oklahoma City Thunder,Minnesota Timberwolves,2020,103,106,0,103.5,109.5,114.0,115.0,-10.13,-5.25,0.509,0.52,0.539,0.555,-3.0
2021-02-05,22000349,Phoenix Suns,Detroit Pistons,2020,109,92,1,117.2,108.0,111.3,112.5,5.67,-4.38,0.564,0.519,0.597,0.556,17.0
2021-02-05,22000350,Los Angeles Clippers,Boston Celtics,2020,115,119,0,117.6,114.0,111.2,112.5,6.02,1.32,0.564,0.543,0.599,0.574,-4.0
