GAME_DATE_EST,GAME_ID,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,PTS_home,PTS_away,HOME_TEAM_WINS,HOME_ORTG,AWAY_ORTG,HOME_DRTG,AWAY_DRTG,HOME_SRS,AWAY_SRS,HOME_EFG,AWAY_EFG,HOME_TS,AWAY_TS
2020-01-23,21900667,Brooklyn Nets,Los Angeles Lakers,2019,113,128,0,,,,,,,,,,
2020-01-23,21900668,Portland Trail Blazers,Dallas Mavericks,2019,125,133,0,,,,,,,,,,
2020-01-22,21900654,Detroit Pistons,Sacramento Kings,2019,127,106,1,,,,,,,,,,
2020-01-22,21900655,Orlando Magic,Oklahoma City Thunder,2019,114,120,0,,,,,,,,,,
2020-01-22,21900660,Toronto Raptors,Philadelphia 76ers,2019,107,95,1,,,,,,,,,,
2020-01-22,21900656,Atlanta Hawks,Los Angeles Clippers,2019,102,95,1,,,,,,,,,,
2020-01-22,21900657,Boston Celtics,Memphis Grizzlies,2019,119,95,1,,,,,,,,,,
2020-01-22,21900658,Miami Heat,Washington Wizards,2019,134,129,1,,,,,,,,,,
2020-01-22,21900659,New York Knicks,Los Angeles Lakers,2019,92,100,0,,,,,,,,,,
2020-01-22,21900661,Chicago Bulls,Minnesota Timberwolves,2019,117,110,1,,,,,,,,,,
2020-01-22,21900662,Houston Rockets,Denver Nuggets,2019,121,105,1,,,,,,,,,,
2020-01-22,21900664,Phoenix Suns,Indiana Pacers,2019,87,112,0,,,,,,,,,,
2020-01-22,21900663,New Orleans Pelicans,San Antonio Spurs,2019,117,121,0,,,,,,,,,,
2020-01-22,21900665,Golden State Warriors,Utah Jazz,2019,96,129,0,,,,,,,,,,
2020-01-21,21900653,Dallas Mavericks,Los Angeles Clippers,2019,107,110,0,,,,,,,,,,
2020-01-20,21900639,Washington Wizards,Detroit Pistons,2019,106,100,1,,,,,,,,,,
2020-01-20,21900640,Atlanta Hawks,Toronto Raptors,2019,117,122,0,,,,,,,,,,
2020-01-20,21900641,Brooklyn Nets,Philadelphia 76ers,2019,111,117,0,,,,,,,,,,
2020-01-20,21900642,Charlotte Hornets,Orlando Magic,2019,83,106,0,,,,,,,,,,
2020-01-20,21900643,Cleveland Cavaliers,New York Knicks,2019,86,106,0,,,,,,,,,,
2020-01-20,21900644,Miami Heat,Sacramento Kings,2019,118,113,1,,,,,,,,,,
2020-01-20,21900645,Houston Rockets,Oklahoma City Thunder,2019,107,112,0,,,,,,,,,,
2020-01-20,21900646,Memphis Grizzlies,New Orleans Pelicans,2019,116,126,0,,,,,,,,,,
2020-01-20,21900647,Milwaukee Bucks,Chicago Bulls,2019,111,98,1,,,,,,,,,,
2020-01-20,21900648,Boston Celtics,Los Angeles Lakers,2019,139,107,1,,,,,,,,,,
2020-01-20,21900649,Minnesota Timberwolves,Denver Nuggets,2019,100,107,0,,,,,,,,,,
2020-01-20,21900650,Phoenix Suns,San Antonio Spurs,2019,118,120,0,,,,,,,,,,
2020-01-20,21900651,Utah Jazz,Indiana Pacers,2019,118,88,1,,,,,,,,,,
2020-01-20,21900652,Portland Trail Blazers,Golden State Warriors,2019,129,124,1,,,,,,,,,,
2020-01-19,21900637,San Antonio Spurs,Miami Heat,2019,107,102,1,,,,,,,,,,
2020-01-19,21900638,Denver Nuggets,Indiana Pacers,2019,107,115,0,,,,,,,,,,
2020-01-18,21900626,New Orleans Pelicans,Los Angeles Clippers,2019,130,133,0,,,,,,,,,,
2020-01-18,21900627,Brooklyn Nets,Milwaukee Bucks,2019,97,117,0,,,,,,,,,,
2020-01-18,21900628,Boston Celtics,Phoenix Suns,2019,119,123,0,,,,,,,,,,
2020-01-18,21900629,Atlanta Hawks,Detroit Pistons,2019,103,136,0,,,,,,,,,,
2020-01-18,21900630,New York Knicks,Philadelphia 76ers,2019,87,90,0,,,,,,,,,,
2020-01-18,21900631,Chicago Bulls,Cleveland Cavaliers,2019,118,116,1,,,,,,,,,,
2020-01-18,21900632,Minnesota Timberwolves,Toronto Raptors,2019,112,122,0,,,,,,,,,,
2020-01-18,21900633,Houston Rockets,Los Angeles Lakers,2019,115,124,0,,,,,,,,,,
2020-01-18,21900634,Golden State Warriors,Orlando Magic,2019,109,95,1,,,,,,,,,,
2020-01-18,21900635,Oklahoma City Thunder,Portland Trail Blazers,2019,119,106,1,,,,,,,,,,
2020-01-18,21900636,Utah Jazz,Sacramento Kings,2019,123,101,1,,,,,,,,,,
2020-01-17,21900619,Indiana Pacers,Minnesota Timberwolves,2019,116,114,1,,,,,,,,,,
2020-01-17,21900620,Philadelphia 76ers,Chicago Bulls,2019,100,89,1,,,,,,,,,,
2020-01-17,21900621,Toronto Raptors,Washington Wizards,2019,140,111,1,,,,,,,,,,
2020-01-17,21900622,Memphis Grizzlies,Cleveland Cavaliers,2019,113,109,1,,,,,,,,,,
2020-01-17,21900623,Oklahoma City Thunder,Miami Heat,2019,108,115,0,,,,,,,,,,
2020-01-17,21900624,San Antonio Spurs,Atlanta Hawks,2019,120,121,0,,,,,,,,,,
2020-01-17,21900625,Dallas Mavericks,Portland Trail Blazers,2019,120,112,1,,,,,,,,,,
2020-01-16,21900614,New York Knicks,Phoenix Suns,2019,98,121,0,,,,,,,,,,
2020-01-16,21900615,Milwaukee Bucks,Boston Celtics,2019,128,123,1,,,,,,,,,,
2020-01-16,21900616,New Orleans Pelicans,Utah Jazz,2019,138,132,1,,,,,,,,,,
2020-01-16,21900617,Golden State Warriors,Denver Nuggets,2019,131,134,0,,,,,,,,,,
2020-01-16,21900618,Los Angeles Clippers,Orlando Magic,2019,122,95,1,,,,,,,,,,
2020-01-15,21900604,Boston Celtics,Detroit Pistons,2019,103,116,0,,,,,,,,,,
2020-01-15,21900605,Philadelphia 76ers,Brooklyn Nets,2019,117,106,1,,,,,,,,,,
2020-01-15,21900606,Miami Heat,San Antonio Spurs,2019,106,100,1,,,,,,,,,,
2020-01-15,21900607,Chicago Bulls,Washington Wizards,2019,115,106,1,,,,,,,,,,
2020-01-15,21900608,Minnesota Timberwolves,Indiana Pacers,2019,99,104,0,,,,,,,,,,
2020-01-15,21900609,Oklahoma City Thunder,Toronto Raptors,2019,121,130,0,,,,,,,,,,
2020-01-15,21900610,Denver Nuggets,Charlotte Hornets,2019,100,86,1,,,,,,,,,,
2020-01-15,21900611,Houston Rockets,Portland Trail Blazers,2019,107,117,0,,,,,,,,,,
2020-01-15,21900612,Sacramento Kings,Dallas Mavericks,2019,123,127,0,,,,,,,,,,
2020-01-15,21900613,Los Angeles Lakers,Orlando Magic,2019,118,119,0,,,,,,,,,,
2020-01-14,21900598,Atlanta Hawks,Phoenix Suns,2019,123,110,1,,,,,,,,,,
2020-01-14,21900599,Brooklyn Nets,Utah Jazz,2019,107,118,0,,,,,,,,,,
2020-01-14,21900600,Memphis Grizzlies,Houston Rockets,2019,121,110,1,,,,,,,,,,
2020-01-14,21900601,Milwaukee Bucks,New York Knicks,2019,128,102,1,,,,,,,,,,
2020-01-14,21900602,Golden State Warriors,Dallas Mavericks,2019,97,124,0,,,,,,,,,,
2020-01-14,21900603,Los Angeles Clippers,Cleveland Cavaliers,2019,128,103,1,,,,,,,,,,
2020-01-13,21900591,Detroit Pistons,New Orleans Pelicans,2019,110,117,0,,,,,,,,,,
2020-01-13,21900592,Indiana Pacers,Philadelphia 76ers,2019,101,95,1,,,,,,,,,,
2020-01-13,21900593,Boston Celtics,Chicago Bulls,2019,113,101,1,,,,,,,,,,
2020-01-13,21900594,Minnesota Timberwolves,Oklahoma City Thunder,2019,104,117,0,,,,,,,,,,
2020-01-13,21900595,Portland Trail Blazers,Charlotte Hornets,2019,115,112,1,,,,,,,,,,
2020-01-13,21900596,Sacramento Kings,Orlando Magic,2019,112,114,0,,,,,,,,,,
2020-01-13,21900597,Los Angeles Lakers,Cleveland Cavaliers,2019,128,99,1,,,,,,,,,,
2020-01-12,21900584,New York Knicks,Miami Heat,2019,124,121,1,,,,,,,,,,
2020-01-12,21900585,Washington Wizards,Utah Jazz,2019,116,127,0,,,,,,,,,,
2020-01-12,21900586,Brooklyn Nets,Atlanta Hawks,2019,108,86,1,,,,,,,,,,
2020-01-12,21900587,Toronto Raptors,San Antonio Spurs,2019,104,105,0,,,,,,,,,,
2020-01-12,21900588,Memphis Grizzlies,Golden State Warriors,2019,122,102,1,,,,,,,,,,
2020-01-12,21900589,Denver Nuggets,Los Angeles Clippers,2019,114,104,1,,,,,,,,,,
2020-01-12,21900590,Phoenix Suns,Charlotte Hornets,2019,100,92,1,,,,,,,,,,
2020-01-11,21900577,Houston Rockets,Minnesota Timberwolves,2019,139,109,1,,,,,,,,,,
2020-01-11,21900578,Boston Celtics,New Orleans Pelicans,2019,140,105,1,,,,,,,,,,
2020-01-11,21900579,Detroit Pistons,Chicago Bulls,2019,99,108,0,,,,,,,,,,
2020-01-11,21900580,Oklahoma City Thunder,Los Angeles Lakers,2019,110,125,0,,,,,,,,,,
2020-01-11,21900581,Dallas Mavericks,Philadelphia 76ers,2019,109,91,1,,,,,,,,,,
2020-01-11,21900582,Denver Nuggets,Cleveland Cavaliers,2019,103,111,0,,,,,,,,,,
2020-01-11,21900583,Portland Trail Blazers,Milwaukee Bucks,2019,101,122,0,,,,,,,,,,
2020-01-10,21900567,Washington Wizards,Atlanta Hawks,2019,111,101,1,,,,,,,,,,
2020-01-10,21900569,New York Knicks,New Orleans Pelicans,2019,111,123,0,,,,,,,,,,
2020-01-10,21900568,Brooklyn Nets,Miami Heat,2019,117,113,1,,,,,,,,,,
2020-01-10,21900570,Chicago Bulls,Indiana Pacers,2019,105,116,0,,,,,,,,,,
2020-01-10,21900571,Memphis Grizzlies,San Antonio Spurs,2019,134,121,1,,,,,,,,,,
2020-01-10,21900573,Phoenix Suns,Orlando Magic,2019,98,94,1,,,,,,,,,,
2020-01-10,21900574,Utah Jazz,Charlotte Hornets,2019,109,92,1,,,,,,,,,,
2020-01-10,21900572,Dallas Mavericks,Los Angeles Lakers,2019,114,129,0,,,,,,,,,,
2020-01-10,21900575,Sacramento Kings,Milwaukee Bucks,2019,106,127,0,,,,,,,,,,
2020-01-10,21900576,Los Angeles Clippers,Golden State Warriors,2019,109,100,1,,,,,,,,,,
2020-01-09,21900563,Detroit Pistons,Cleveland Cavaliers,2019,112,115,0,,,,,,,,,,
2020-01-09,21900564,Philadelphia 76ers,Boston Celtics,2019,109,98,1,,,,,,,,,,
2020-01-09,21900565,Minnesota Timberwolves,Portland Trail Blazers,2019,116,102,1,,,,,,,,,,
2020-01-09,21900566,Oklahoma City Thunder,Houston Rockets,2019,113,92,1,,,,,,,,,,
2020-01-08,21900554,Boston Celtics,San Antonio Spurs,2019,114,129,0,,,,,,,,,,
2020-01-08,21900555,Charlotte Hornets,Toronto Raptors,2019,110,112,0,,,,,,,,,,
2020-01-08,21900556,Indiana Pacers,Miami Heat,2019,108,122,0,,,,,,,,,,
2020-01-08,21900557,Orlando Magic,Washington Wizards,2019,123,89,1,,,,,,,,,,
2020-01-08,21900558,Atlanta Hawks,Houston Rockets,2019,115,122,0,,,,,,,,,,
2020-01-08,21900559,Dallas Mavericks,Denver Nuggets,2019,106,107,0,,,,,,,,,,
2020-01-08,21900560,New Orleans Pelicans,Chicago Bulls,2019,123,108,1,,,,,,,,,,
2020-01-08,21900561,Utah Jazz,New York Knicks,2019,128,104,1,,,,,,,,,,
2020-01-08,21900562,Golden State Warriors,Milwaukee Bucks,2019,98,107,0,,,,,,,,,,
2020-01-07,21900548,Cleveland Cavaliers,Detroit Pistons,2019,113,115,0,,,,,,,,,,
2020-01-07,21900549,Toronto Raptors,Portland Trail Blazers,2019,99,101,0,,,,,,,,,,
2020-01-07,21900550,Brooklyn Nets,Oklahoma City Thunder,2019,103,111,0,,,,,,,,,,
2020-01-07,21900551,Memphis Grizzlies,Minnesota Timberwolves,2019,119,112,1,,,,,,,,,,
2020-01-07,21900552,Phoenix Suns,Sacramento Kings,2019,103,114,0,,,,,,,,,,
2020-01-07,21900553,Los Angeles Lakers,New York Knicks,2019,117,87,1,,,,,,,,,,
2020-01-06,21900539,Charlotte Hornets,Indiana Pacers,2019,104,115,0,,,,,,,,,,
2020-01-06,21900540,Orlando Magic,Brooklyn Nets,2019,101,89,1,,,,,,,,,,
2020-01-06,21900541,Philadelphia 76ers,Oklahoma City Thunder,2019,120,113,1,,,,,,,,,,
2020-01-06,21900542,Washington Wizards,Boston Celtics,2019,99,94,1,,,,,,,,,,
2020-01-06,21900543,Atlanta Hawks,Denver Nuggets,2019,115,123,0,,,,,,,,,,
2020-01-06,21900544,New Orleans Pelicans,Utah Jazz,2019,126,128,0,,,,,,,,,,
2020-01-06,21900545,Dallas Mavericks,Chicago Bulls,2019,118,110,1,,,,,,,,,,
2020-01-06,21900546,San Antonio Spurs,Milwaukee Bucks,2019,126,104,1,,,,,,,,,,
2020-01-06,21900547,Sacramento Kings,Golden State Warriors,2019,111,98,1,,,,,,,,,,
2020-01-05,21900534,Los Angeles Clippers,New York Knicks,2019,135,132,1,,,,,,,,,,
2020-01-05,21900535,Miami Heat,Portland Trail Blazers,2019,122,111,1,,,,,,,,,,
2020-01-05,21900536,Cleveland Cavaliers,Minnesota Timberwolves,2019,103,118,0,,,,,,,,,,
2020-01-05,21900537,Phoenix Suns,Memphis Grizzlies,2019,114,121,0,,,,,,,,,,
2020-01-05,21900538,Los Angeles Lakers,Detroit Pistons,2019,106,99,1,,,,,,,,,,
2020-01-04,21900523,Los Angeles Clippers,Memphis Grizzlies,2019,114,140,0,,,,,,,,,,
2020-01-04,21900524,Brooklyn Nets,Toronto Raptors,2019,102,121,0,,,,,,,,,,
2020-01-04,21900525,Orlando Magic,Utah Jazz,2019,96,109,0,,,,,,,,,,
2020-01-04,21900526,Atlanta Hawks,Indiana Pacers,2019,116,111,1,,,,,,,,,,
2020-01-04,21900527,Cleveland Cavaliers,Oklahoma City Thunder,2019,106,121,0,,,,,,,,,,
2020-01-04,21900528,Washington Wizards,Denver Nuggets,2019,128,114,1,,,,,,,,,,
2020-01-04,21900529,Chicago Bulls,Boston Celtics,2019,104,111,0,,,,,,,,,,
2020-01-04,21900530,Dallas Mavericks,Charlotte Hornets,2019,120,123,0,,,,,,,,,,
2020-01-04,21900531,Milwaukee Bucks,San Antonio Spurs,2019,127,118,1,,,,,,,,,,
2020-01-04,21900532,Golden State Warriors,Detroit Pistons,2019,104,111,0,,,,,,,,,,
2020-01-04,21900533,Sacramento Kings,New Orleans Pelicans,2019,115,117,0,,,,,,,,,,
2020-01-03,21900517,Boston Celtics,Atlanta Hawks,2019,109,106,1,,,,,,,,,,
2020-01-03,21900518,Orlando Magic,Miami Heat,2019,105,85,1,,,,,,,,,,
2020-01-03,21900519,Washington Wizards,Portland Trail Blazers,2019,103,122,0,,,,,,,,,,
2020-01-03,21900520,Houston Rockets,Philadelphia 76ers,2019,118,108,1,,,,,,,,,,
2020-01-03,21900521,Phoenix Suns,New York Knicks,2019,120,112,1,,,,,,,,,,
2020-01-03,21900522,Los Angeles Lakers,New Orleans Pelicans,2019,123,113,1,,,,,,,,,,
2020-01-02,21900508,Cleveland Cavaliers,Charlotte Hornets,2019,106,109,0,,,,,,,,,,
2020-01-02,21900509,Indiana Pacers,Denver Nuggets,2019,116,124,0,,,,,,,,,,
2020-01-02,21900510,Miami Heat,Toronto Raptors,2019,84,76,1,,,,,,,,,,
2020-01-02,21900511,Chicago Bulls,Utah Jazz,2019,98,102,0,,,,,,,,,,
2020-01-02,21900512,Minnesota Timberwolves,Golden State Warriors,2019,99,84,1,,,,,,,,,,
2020-01-02,21900513,Dallas Mavericks,Brooklyn Nets,2019,123,111,1,,,,,,,,,,
2020-01-02,21900514,San Antonio Spurs,Oklahoma City Thunder,2019,103,109,0,,,,,,,,,,
2020-01-02,21900515,Sacramento Kings,Memphis Grizzlies,2019,128,123,1,,,,,,,,,,
2020-01-02,21900516,Los Angeles Clippers,Detroit Pistons,2019,126,112,1,,,,,,,,,,
2020-01-01,21900504,Washington Wizards,Orlando Magic,2019,101,122,0,,,,,,,,,,
2020-01-01,21900505,New York Knicks,Portland Trail Blazers,2019,117,93,1,,,,,,,,,,
2020-01-01,21900506,Milwaukee Bucks,Minnesota Timberwolves,2019,106,104,1,,,,,,,,,,
2020-01-01,21900507,Los Angeles Lakers,Phoenix Suns,2019,117,107,1,,,,,,,,,,
2019-12-31,21900497,Charlotte Hornets,Boston Celtics,2019,92,109,0,,,,,,,,,,
2019-12-31,21900498,Indiana Pacers,Philadelphia 76ers,2019,115,97,1,,,,,,,,,,
2019-12-31,21900499,Sacramento Kings,Los Angeles Clippers,2019,87,105,0,,,,,,,,,,
2019-12-31,21900500,Toronto Raptors,Cleveland Cavaliers,2019,117,97,1,,,,,,,,,,
2019-12-31,21900501,Houston Rockets,Denver Nuggets,2019,130,104,1,,,,,,,,,,
2019-12-31,21900502,San Antonio Spurs,Golden State Warriors,2019,117,113,1,,,,,,,,,,
2019-12-31,21900503,Oklahoma City Thunder,Dallas Mavericks,2019,106,101,1,,,,,,,,,,
2019-12-30,21900491,Orlando Magic,Atlanta Hawks,2019,93,101,0,,,,,,,,,,
2019-12-30,21900492,Washington Wizards,Miami Heat,2019,123,105,1,,,,,,,,,,
2019-12-30,21900493,Chicago Bulls,Milwaukee Bucks,2019,102,123,0,,,,,,,,,,
2019-12-30,21900494,Minnesota Timberwolves,Brooklyn Nets,2019,122,115,1,,,,,,,,,,
2019-12-30,21900495,Utah Jazz,Detroit Pistons,2019,104,81,1,,,,,,,,,,
2019-12-30,21900496,Portland Trail Blazers,Phoenix Suns,2019,116,122,0,,,,,,,,,,
2019-12-29,21900486,Toronto Raptors,Oklahoma City Thunder,2019,97,98,0,,,,,,,,,,
2019-12-29,21900487,Memphis Grizzlies,Charlotte Hornets,2019,117,104,1,,,,,,,,,,
2019-12-29,21900488,New Orleans Pelicans,Houston Rockets,2019,127,112,1,,,,,,,,,,
2019-12-29,21900489,Denver Nuggets,Sacramento Kings,2019,120,115,1,,,,,,,,,,
2019-12-29,21900490,Los Angeles Lakers,Dallas Mavericks,2019,108,95,1,,,,,,,,,,
2019-12-28,21900472,Denver Nuggets,Memphis Grizzlies,2019,119,110,1,,,,,,,,,,
2019-12-28,21900473,Boston Celtics,Toronto Raptors,2019,97,113,0,,,,,,,,,,
2019-12-28,21900474,New Orleans Pelicans,Indiana Pacers,2019,120,98,1,,,,,,,,,,
2019-12-28,21900475,Miami Heat,Philadelphia 76ers,2019,117,116,1,,,,,,,,,,
2019-12-28,21900476,Washington Wizards,New York Knicks,2019,100,107,0,,,,,,,,,,
2019-12-28,21900477,Chicago Bulls,Atlanta Hawks,2019,116,81,1,,,,,,,,,,
2019-12-28,21900478,Houston Rockets,Brooklyn Nets,2019,108,98,1,,,,,,,,,,
2019-12-28,21900479,Minnesota Timberwolves,Cleveland Cavaliers,2019,88,94,0,,,,,,,,,,
2019-12-28,21900480,Milwaukee Bucks,Orlando Magic,2019,111,100,1,,,,,,,,,,
2019-12-28,21900481,San Antonio Spurs,Detroit Pistons,2019,136,109,1,,,,,,,,,,
2019-12-28,21900482,Golden State Warriors,Dallas Mavericks,2019,121,141,0,,,,,,,,,,
2019-12-28,21900483,Sacramento Kings,Phoenix Suns,2019,110,112,0,,,,,,,,,,
2019-12-28,21900484,Portland Trail Blazers,Los Angeles Lakers,2019,120,128,0,,,,,,,,,,
2019-12-28,21900485,Los Angeles Clippers,Utah Jazz,2019,107,120,0,,,,,,,,,,
2019-12-27,21900466,Boston Celtics,Cleveland Cavaliers,2019,129,117,1,,,,,,,,,,
2019-12-27,21900467,Charlotte Hornets,Oklahoma City Thunder,2019,102,104,0,,,,,,,,,,
2019-12-27,21900468,Orlando Magic,Philadelphia 76ers,2019,98,97,1,,,,,,,,,,
2019-12-27,21900469,Atlanta Hawks,Milwaukee Bucks,2019,86,112,0,,,,,,,,,,
2019-12-27,21900470,Miami Heat,Indiana Pacers,2019,113,112,1,,,,,,,,,,
2019-12-27,21900471,Golden State Warriors,Phoenix Suns,2019,105,96,1,,,,,,,,,,
2019-12-26,21900460,Detroit Pistons,Washington Wizards,2019,132,102,1,,,,,,,,,,
2019-12-26,21900461,Brooklyn Nets,New York Knicks,2019,82,94,0,,,,,,,,,,
2019-12-26,21900462,Oklahoma City Thunder,Memphis Grizzlies,2019,97,110,0,,,,,,,,,,
2019-12-26,21900463,Dallas Mavericks,San Antonio Spurs,2019,102,98,1,,,,,,,,,,
2019-12-26,21900464,Sacramento Kings,Minnesota Timberwolves,2019,104,105,0,,,,,,,,,,
2019-12-26,21900465,Utah Jazz,Portland Trail Blazers,2019,121,115,1,,,,,,,,,,
2019-12-25,21900455,Toronto Raptors,Boston Celtics,2019,102,118,0,,,,,,,,,,
2019-12-25,21900456,Philadelphia 76ers,Milwaukee Bucks,2019,121,109,1,,,,,,,,,,
2019-12-25,21900457,Golden State Warriors,Houston Rockets,2019,116,104,1,,,,,,,,,,
2019-12-25,21900458,Los Angeles Lakers,Los Angeles Clippers,2019,106,111,0,,,,,,,,,,
2019-12-25,21900459,Denver Nuggets,New Orleans Pelicans,2019,100,112,0,,,,,,,,,,
2019-12-23,21900444,Cleveland Cavaliers,Atlanta Hawks,2019,121,118,1,,,,,,,,,,
2019-12-23,21900445,Detroit Pistons,Philadelphia 76ers,2019,109,125,0,,,,,,,,,,
2019-12-23,21900446,Indiana Pacers,Toronto Raptors,2019,120,115,1,,,,,,,,,,
2019-12-23,21900447,New York Knicks,Washington Wizards,2019,115,121,0,,,,,,,,,,
2019-12-23,21900448,Orlando Magic,Chicago Bulls,2019,103,95,1,,,,,,,,,,
2019-12-23,21900449,Miami Heat,Utah Jazz,2019,107,104,1,,,,,,,,,,
2019-12-23,21900450,Memphis Grizzlies,San Antonio Spurs,2019,115,145,0,,,,,,,,,,
2019-12-23,21900451,Phoenix Suns,Denver Nuggets,2019,111,113,0,,,,,,,,,,
2019-12-23,21900452,Portland Trail Blazers,New Orleans Pelicans,2019,94,102,0,,,,,,,,,,
2019-12-23,21900453,Sacramento Kings,Houston Rockets,2019,104,113,0,,,,,,,,,,
2019-12-23,21900454,Golden State Warriors,Minnesota Timberwolves,2019,113,104,1,,,,,,,,,,
2019-12-22,21900439,Toronto Raptors,Dallas Mavericks,2019,110,107,1,,,,,,,,,,
2019-12-22,21900440,Boston Celtics,Charlotte Hornets,2019,119,93,1,,,,,,,,,,
2019-12-22,21900441,Milwaukee Bucks,Indiana Pacers,2019,117,89,1,,,,,,,,,,
2019-12-22,21900442,Oklahoma City Thunder,Los Angeles Clippers,2019,118,112,1,,,,,,,,,,
2019-12-22,21900443,Los Angeles Lakers,Denver Nuggets,2019,104,128,0,,,,,,,,,,
2019-12-21,21900430,Charlotte Hornets,Utah Jazz,2019,107,114,0,,,,,,,,,,
2019-12-21,21900431,Brooklyn Nets,Atlanta Hawks,2019,122,112,1,,,,,,,,,,
2019-12-21,21900432,Detroit Pistons,Chicago Bulls,2019,107,119,0,,,,,,,,,,
2019-12-21,21900433,Philadelphia 76ers,Washington Wizards,2019,125,108,1,,,,,,,,,,
2019-12-21,21900434,New York Knicks,Milwaukee Bucks,2019,102,123,0,,,,,,,,,,
2019-12-21,21900435,Memphis Grizzlies,Sacramento Kings,2019,119,115,1,,,,,,,,,,
2019-12-21,21900436,San Antonio Spurs,Los Angeles Clippers,2019,109,134,0,,,,,,,,,,
2019-12-21,21900437,Phoenix Suns,Houston Rockets,2019,125,139,0,,,,,,,,,,
2019-12-21,21900438,Portland Trail Blazers,Minnesota Timberwolves,2019,113,106,1,,,,,,,,,,
2019-12-20,21900420,Cleveland Cavaliers,Memphis Grizzlies,2019,114,107,1,,,,,,,,,,
2019-12-20,21900421,Indiana Pacers,Sacramento Kings,2019,119,105,1,,,,,,,,,,
2019-12-20,21900422,Boston Celtics,Detroit Pistons,2019,114,93,1,,,,,,,,,,
2019-12-20,21900423,Toronto Raptors,Washington Wizards,2019,122,118,1,,,,,,,,,,
2019-12-20,21900424,Miami Heat,New York Knicks,2019,129,114,1,,,,,,,,,,
2019-12-20,21900425,Philadelphia 76ers,Dallas Mavericks,2019,98,117,0,,,,,,,,,,
2019-12-20,21900426,Oklahoma City Thunder,Phoenix Suns,2019,126,108,1,,,,,,,,,,
2019-12-20,21900427,Denver Nuggets,Minnesota Timberwolves,2019,109,100,1,,,,,,,,,,
2019-12-20,21900428,Portland Trail Blazers,Orlando Magic,2019,118,103,1,,,,,,,,,,
2019-12-20,21900429,Golden State Warriors,New Orleans Pelicans,2019,106,102,1,,,,,,,,,,
2019-12-19,21900416,Atlanta Hawks,Utah Jazz,2019,106,111,0,,,,,,,,,,
2019-12-19,21900417,Milwaukee Bucks,Los Angeles Lakers,2019,111,104,1,,,,,,,,,,
2019-12-19,21900418,San Antonio Spurs,Brooklyn Nets,2019,118,105,1,,,,,,,,,,
2019-12-19,21900419,Los Angeles Clippers,Houston Rockets,2019,117,122,0,,,,,,,,,,
2019-12-18,21900407,Cleveland Cavaliers,Charlotte Hornets,2019,100,98,1,,,,,,,,,,
2019-12-18,21900408,Detroit Pistons,Toronto Raptors,2019,99,112,0,,,,,,,,,,
2019-12-18,21900409,Washington Wizards,Chicago Bulls,2019,109,110,0,,,,,,,,,,
2019-12-18,21900410,Philadelphia 76ers,Miami Heat,2019,104,108,0,,,,,,,,,,
2019-12-18,21900411,Minnesota Timberwolves,New Orleans Pelicans,2019,99,107,0,,,,,,,,,,
2019-12-18,21900412,Oklahoma City Thunder,Memphis Grizzlies,2019,126,122,1,,,,,,,,,,
2019-12-18,21900414,Denver Nuggets,Orlando Magic,2019,113,104,1,,,,,,,,,,
2019-12-18,21900413,Dallas Mavericks,Boston Celtics,2019,103,109,0,,,,,,,,,,
2019-12-18,21900415,Portland Trail Blazers,Golden State Warriors,2019,122,112,1,,,,,,,,,,
2019-12-17,21900401,Charlotte Hornets,Sacramento Kings,2019,110,102,1,,,,,,,,,,
2019-12-17,21900402,Indiana Pacers,Los Angeles Lakers,2019,105,102,1,,,,,,,,,,
2019-12-17,21900403,New York Knicks,Atlanta Hawks,2019,143,120,1,,,,,,,,,,
2019-12-17,21900404,New Orleans Pelicans,Brooklyn Nets,2019,101,108,0,,,,,,,,,,
2019-12-17,21900405,Utah Jazz,Orlando Magic,2019,109,102,1,,,,,,,,,,
2019-12-17,21900406,Los Angeles Clippers,Phoenix Suns,2019,120,99,1,,,,,,,,,,
2019-12-16,21900394,Detroit Pistons,Washington Wizards,2019,119,133,0,,,,,,,,,,
2019-12-16,21900395,Toronto Raptors,Cleveland Cavaliers,2019,133,113,1,,,,,,,,,,
2019-12-16,21900396,Houston Rockets,San Antonio Spurs,2019,109,107,1,,,,,,,,,,
2019-12-16,21900397,Memphis Grizzlies,Miami Heat,2019,118,111,1,,,,,,,,,,
2019-12-16,21900398,Milwaukee Bucks,Dallas Mavericks,2019,116,120,0,,,,,,,,,,
2019-12-16,21900399,Oklahoma City Thunder,Chicago Bulls,2019,109,106,1,,,,,,,,,,
2019-12-16,21900400,Phoenix Suns,Portland Trail Blazers,2019,110,111,0,,,,,,,,,,
2019-12-15,21900388,New Orleans Pelicans,Orlando Magic,2019,119,130,0,,,,,,,,,,
2019-12-15,21900389,Indiana Pacers,Charlotte Hornets,2019,107,85,1,,,,,,,,,,
2019-12-15,21900390,Atlanta Hawks,Los Angeles Lakers,2019,96,101,0,,,,,,,,,,
2019-12-15,21900391,Brooklyn Nets,Philadelphia 76ers,2019,109,89,1,,,,,,,,,,
2019-12-15,21900392,Denver Nuggets,New York Knicks,2019,111,105,1,,,,,,,,,,
2019-12-15,21900393,Golden State Warriors,Sacramento Kings,2019,79,100,0,,,,,,,,,,
