GAME_DATE_EST,GAME_ID,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,PTS_home,PTS_away,HOME_TEAM_WINS,HOME_ORTG,AWAY_ORTG,HOME_DRTG,AWAY_DRTG,HOME_SRS,AWAY_SRS,HOME_EFG,AWAY_EFG,HOME_TS,AWAY_TS
2021-11-17,22100213,Charlotte Hornets,Washington Wizards,2021,97,87,1,,,,,,,,,,
2021-11-17,22100214,Detroit Pistons,Indiana Pacers,2021,97,89,1,,,,,,,,,,
2021-11-17,22100215,Atlanta Hawks,Boston Celtics,2021,110,99,1,,,,,,,,,,
2021-11-17,22100216,Brooklyn Nets,Cleveland Cavaliers,2021,109,99,1,,,,,,,,,,
2021-11-17,22100217,Miami Heat,New Orleans Pelicans,2021,113,98,1,,,,,,,,,,
2021-11-17,22100218,New York Knicks,Orlando Magic,2021,98,104,0,,,,,,,,,,
2021-11-17,22100219,Milwaukee Bucks,Los Angeles Lakers,2021,109,102,1,,,,,,,,,,
2021-11-17,22100220,Minnesota Timberwolves,Sacramento Kings,2021,107,97,1,,,,,,,,,,
2021-11-17,22100221,Oklahoma City Thunder,Houston Rockets,2021,101,89,1,,,,,,,,,,
2021-11-17,22100222,Phoenix Suns,Dallas Mavericks,2021,105,98,1,,,,,,,,,,
2021-11-17,22100223,Portland Trail Blazers,Chicago Bulls,2021,112,107,1,,,,,,,,,,
2021-11-16,22100210,Brooklyn Nets,Golden State Warriors,2021,99,117,0,,,,,,,,,,
2021-11-16,22100211,Utah Jazz,Philadelphia 76ers,2021,120,85,1,,,,,,,,,,
2021-11-16,22100212,Los Angeles Clippers,San Antonio Spurs,2021,106,92,1,,,,,,,,,,
2021-11-15,22100199,Cleveland Cavaliers,Boston Celtics,2021,92,98,0,,,,,,,,,,
2021-11-15,22100200,Detroit Pistons,Sacramento Kings,2021,107,129,0,,,,,,,,,,
2021-11-15,22100201,Washington Wizards,New Orleans Pelicans,2021,105,100,1,,,,,,,,,,
2021-11-15,22100202,Atlanta Hawks,Orlando Magic,2021,129,111,1,,,,,,,,,,
2021-11-15,22100203,New York Knicks,Indiana Pacers,2021,92,84,1,,,,,,,,,,
2021-11-15,22100204,Dallas Mavericks,Denver Nuggets,2021,111,101,1,,,,,,,,,,
2021-11-15,22100205,Memphis Grizzlies,Houston Rockets,2021,136,102,1,,,,,,,,,,
2021-11-15,22100206,Minnesota Timberwolves,Phoenix Suns,2021,96,99,0,,,,,,,,,,
2021-11-15,22100207,Oklahoma City Thunder,Miami Heat,2021,90,103,0,,,,,,,,,,
2021-11-15,22100208,Portland Trail Blazers,Toronto Raptors,2021,118,113,1,,,,,,,,,,
2021-11-15,22100209,Los Angeles Lakers,Chicago Bulls,2021,103,121,0,,,,,,,,,,
2021-11-14,22100192,Los Angeles Lakers,San Antonio Spurs,2021,114,106,1,,,,,,,,,,
2021-11-14,22100193,Atlanta Hawks,Milwaukee Bucks,2021,120,100,1,,,,,,,,,,
2021-11-14,22100194,Charlotte Hornets,Golden State Warriors,2021,106,102,1,,,,,,,,,,
2021-11-14,22100195,Houston Rockets,Phoenix Suns,2021,89,115,0,,,,,,,,,,
2021-11-14,22100196,Oklahoma City Thunder,Brooklyn Nets,2021,96,120,0,,,,,,,,,,
2021-11-14,22100197,Denver Nuggets,Portland Trail Blazers,2021,124,95,1,,,,,,,,,,
2021-11-14,22100198,Los Angeles Clippers,Chicago Bulls,2021,90,100,0,,,,,,,,,,
2021-11-13,22100185,Utah Jazz,Miami Heat,2021,105,111,0,,,,,,,,,,
2021-11-13,22100186,Indiana Pacers,Philadelphia 76ers,2021,118,113,1,,,,,,,,,,
2021-11-13,22100187,Orlando Magic,Washington Wizards,2021,92,104,0,,,,,,,,,,
2021-11-13,22100188,New Orleans Pelicans,Memphis Grizzlies,2021,112,101,1,,,,,,,,,,
2021-11-13,22100189,Toronto Raptors,Detroit Pistons,2021,121,127,0,,,,,,,,,,
2021-11-13,22100190,Cleveland Cavaliers,Boston Celtics,2021,91,89,1,,,,,,,,,,
2021-11-13,22100191,Los Angeles Clippers,Minnesota Timberwolves,2021,129,102,1,,,,,,,,,,
2021-11-12,22100174,Charlotte Hornets,New York Knicks,2021,104,96,1,,,,,,,,,,
2021-11-12,22100175,Boston Celtics,Milwaukee Bucks,2021,122,113,1,,,,,,,,,,
2021-11-12,22100176,Cleveland Cavaliers,Detroit Pistons,2021,98,78,1,,,,,,,,,,
2021-11-12,22100177,Houston Rockets,Portland Trail Blazers,2021,92,104,0,,,,,,,,,,
2021-11-12,22100178,Memphis Grizzlies,Phoenix Suns,2021,94,119,0,,,,,,,,,,
2021-11-12,22100179,New Orleans Pelicans,Brooklyn Nets,2021,112,120,0,,,,,,,,,,
2021-11-12,22100180,Oklahoma City Thunder,Sacramento Kings,2021,105,103,1,,,,,,,,,,
2021-11-12,22100181,San Antonio Spurs,Dallas Mavericks,2021,109,123,0,,,,,,,,,,
2021-11-12,22100182,Denver Nuggets,Atlanta Hawks,2021,105,96,1,,,,,,,,,,
2021-11-12,22100183,Golden State Warriors,Chicago Bulls,2021,119,93,1,,,,,,,,,,
2021-11-12,22100184,Los Angeles Lakers,Minnesota Timberwolves,2021,83,107,0,,,,,,,,,,
2021-11-11,22100171,Philadelphia 76ers,Toronto Raptors,2021,109,115,0,,,,,,,,,,
2021-11-11,22100172,Utah Jazz,Indiana Pacers,2021,100,111,0,,,,,,,,,,
2021-11-11,22100173,Los Angeles Clippers,Miami Heat,2021,112,109,1,,,,,,,,,,
2021-11-10,22100158,Cleveland Cavaliers,Washington Wizards,2021,94,97,0,,,,,,,,,,
2021-11-10,22100159,Orlando Magic,Brooklyn Nets,2021,90,123,0,,,,,,,,,,
2021-11-10,22100160,Boston Celtics,Toronto Raptors,2021,104,88,1,,,,,,,,,,
2021-11-10,22100161,New York Knicks,Milwaukee Bucks,2021,100,112,0,,,,,,,,,,
2021-11-10,22100162,Houston Rockets,Detroit Pistons,2021,104,112,0,,,,,,,,,,
2021-11-10,22100163,Chicago Bulls,Dallas Mavericks,2021,117,107,1,,,,,,,,,,
2021-11-10,22100164,Memphis Grizzlies,Charlotte Hornets,2021,108,118,0,,,,,,,,,,
2021-11-10,22100165,New Orleans Pelicans,Oklahoma City Thunder,2021,100,108,0,,,,,,,,,,
2021-11-10,22100166,San Antonio Spurs,Sacramento Kings,2021,136,117,1,,,,,,,,,,
2021-11-10,22100167,Denver Nuggets,Indiana Pacers,2021,101,98,1,,,,,,,,,,
2021-11-10,22100168,Phoenix Suns,Portland Trail Blazers,2021,119,109,1,,,,,,,,,,
2021-11-10,22100169,Golden State Warriors,Minnesota Timberwolves,2021,123,110,1,,,,,,,,,,
2021-11-10,22100170,Los Angeles Lakers,Miami Heat,2021,120,117,1,,,,,,,,,,
2021-11-09,22100155,Philadelphia 76ers,Milwaukee Bucks,2021,109,118,0,,,,,,,,,,
2021-11-09,22100156,Utah Jazz,Atlanta Hawks,2021,110,98,1,,,,,,,,,,
2021-11-09,22100157,Los Angeles Clippers,Portland Trail Blazers,2021,117,109,1,,,,,,,,,,
2021-11-08,22100147,Philadelphia 76ers,New York Knicks,2021,96,103,0,,,,,,,,,,
2021-11-08,22100148,Chicago Bulls,Brooklyn Nets,2021,118,95,1,,,,,,,,,,
2021-11-08,22100149,Memphis Grizzlies,Minnesota Timberwolves,2021,125,118,1,,,,,,,,,,
2021-11-08,22100150,Dallas Mavericks,New Orleans Pelicans,2021,108,92,1,,,,,,,,,,
2021-11-08,22100151,Denver Nuggets,Miami Heat,2021,113,96,1,,,,,,,,,,
2021-11-08,22100152,Golden State Warriors,Atlanta Hawks,2021,127,113,1,,,,,,,,,,
2021-11-08,22100153,Sacramento Kings,Phoenix Suns,2021,104,109,0,,,,,,,,,,
2021-11-08,22100154,Los Angeles Lakers,Charlotte Hornets,2021,126,123,1,,,,,,,,,,
2021-11-07,22100139,Toronto Raptors,Brooklyn Nets,2021,103,116,0,,,,,,,,,,
2021-11-07,22100140,New York Knicks,Cleveland Cavaliers,2021,109,126,0,,,,,,,,,,
2021-11-07,22100141,Orlando Magic,Utah Jazz,2021,107,100,1,,,,,,,,,,
2021-11-07,22100142,Washington Wizards,Milwaukee Bucks,2021,101,94,1,,,,,,,,,,
2021-11-07,22100143,Sacramento Kings,Indiana Pacers,2021,91,94,0,,,,,,,,,,
2021-11-07,22100144,Oklahoma City Thunder,San Antonio Spurs,2021,99,94,1,,,,,,,,,,
2021-11-07,22100145,Golden State Warriors,Houston Rockets,2021,120,107,1,,,,,,,,,,
2021-11-07,22100146,Los Angeles Clippers,Charlotte Hornets,2021,120,106,1,,,,,,,,,,
2021-11-06,22100133,Denver Nuggets,Houston Rockets,2021,95,94,1,,,,,,,,,,
2021-11-06,22100134,Miami Heat,Utah Jazz,2021,118,115,1,,,,,,,,,,
2021-11-06,22100135,Chicago Bulls,Philadelphia 76ers,2021,105,114,0,,,,,,,,,,
2021-11-06,22100136,Dallas Mavericks,Boston Celtics,2021,107,104,1,,,,,,,,,,
2021-11-06,22100137,Phoenix Suns,Atlanta Hawks,2021,121,117,1,,,,,,,,,,
2021-11-06,22100138,Portland Trail Blazers,Los Angeles Lakers,2021,105,90,1,,,,,,,,,,
2021-11-05,22100124,Detroit Pistons,Brooklyn Nets,2021,90,96,0,,,,,,,,,,
2021-11-05,22100125,Orlando Magic,San Antonio Spurs,2021,89,102,0,,,,,,,,,,
2021-11-05,22100126,Washington Wizards,Memphis Grizzlies,2021,115,87,1,,,,,,,,,,
2021-11-05,22100127,Toronto Raptors,Cleveland Cavaliers,2021,101,102,0,,,,,,,,,,
2021-11-05,22100128,Milwaukee Bucks,New York Knicks,2021,98,113,0,,,,,,,,,,
2021-11-05,22100129,Minnesota Timberwolves,Los Angeles Clippers,2021,84,104,0,,,,,,,,,,
2021-11-05,22100130,Golden State Warriors,New Orleans Pelicans,2021,126,85,1,,,,,,,,,,
2021-11-05,22100131,Portland Trail Blazers,Indiana Pacers,2021,110,106,1,,,,,,,,,,
2021-11-05,22100132,Sacramento Kings,Charlotte Hornets,2021,140,110,1,,,,,,,,,,
2021-11-04,22100119,Detroit Pistons,Philadelphia 76ers,2021,98,109,0,,,,,,,,,,
2021-11-04,22100120,Atlanta Hawks,Utah Jazz,2021,98,116,0,,,,,,,,,,
2021-11-04,22100121,Miami Heat,Boston Celtics,2021,78,95,0,,,,,,,,,,
2021-11-04,22100122,Phoenix Suns,Houston Rockets,2021,123,111,1,,,,,,,,,,
2021-11-04,22100123,Los Angeles Lakers,Oklahoma City Thunder,2021,104,107,0,,,,,,,,,,
2021-11-03,22100108,Cleveland Cavaliers,Portland Trail Blazers,2021,107,104,1,,,,,,,,,,
2021-11-03,22100109,Indiana Pacers,New York Knicks,2021,111,98,1,,,,,,,,,,
2021-11-03,22100110,Orlando Magic,Boston Celtics,2021,79,92,0,,,,,,,,,,
2021-11-03,22100111,Philadelphia 76ers,Chicago Bulls,2021,103,98,1,,,,,,,,,,
2021-11-03,22100112,Washington Wizards,Toronto Raptors,2021,100,109,0,,,,,,,,,,
2021-11-03,22100113,Brooklyn Nets,Atlanta Hawks,2021,117,108,1,,,,,,,,,,
2021-11-03,22100114,Memphis Grizzlies,Denver Nuggets,2021,108,106,1,,,,,,,,,,
2021-11-03,22100115,Minnesota Timberwolves,Los Angeles Clippers,2021,115,126,0,,,,,,,,,,
2021-11-03,22100116,San Antonio Spurs,Dallas Mavericks,2021,108,109,0,,,,,,,,,,
2021-11-03,22100117,Golden State Warriors,Charlotte Hornets,2021,114,92,1,,,,,,,,,,
2021-11-03,22100118,Sacramento Kings,New Orleans Pelicans,2021,112,99,1,,,,,,,,,,
2021-11-02,22100103,Detroit Pistons,Milwaukee Bucks,2021,89,117,0,,,,,,,,,,
2021-11-02,22100104,Dallas Mavericks,Miami Heat,2021,110,125,0,,,,,,,,,,
2021-11-02,22100105,Utah Jazz,Sacramento Kings,2021,119,113,1,,,,,,,,,,
2021-11-02,22100106,Phoenix Suns,New Orleans Pelicans,2021,112,100,1,,,,,,,,,,
2021-11-02,22100107,Los Angeles Lakers,Houston Rockets,2021,119,117,1,,,,,,,,,,
2021-11-01,22100094,Charlotte Hornets,Cleveland Cavaliers,2021,110,113,0,,,,,,,,,,
2021-11-01,22100095,Indiana Pacers,San Antonio Spurs,2021,131,118,1,,,,,,,,,,
2021-11-01,22100096,Philadelphia 76ers,Portland Trail Blazers,2021,113,103,1,,,,,,,,,,
2021-11-01,22100097,Atlanta Hawks,Washington Wizards,2021,118,111,1,,,,,,,,,,
2021-11-01,22100098,Boston Celtics,Chicago Bulls,2021,114,128,0,,,,,,,,,,
2021-11-01,22100099,New York Knicks,Toronto Raptors,2021,104,113,0,,,,,,,,,,
2021-11-01,22100100,Memphis Grizzlies,Denver Nuggets,2021,106,97,1,,,,,,,,,,
2021-11-01,22100101,Minnesota Timberwolves,Orlando Magic,2021,97,115,0,,,,,,,,,,
2021-11-01,22100102,Los Angeles Clippers,Oklahoma City Thunder,2021,99,94,1,,,,,,,,,,
2021-10-31,22100089,Dallas Mavericks,Sacramento Kings,2021,105,99,1,,,,,,,,,,
2021-10-31,22100090,Charlotte Hornets,Portland Trail Blazers,2021,125,113,1,,,,,,,,,,
2021-10-31,22100091,Milwaukee Bucks,Utah Jazz,2021,95,107,0,,,,,,,,,,
2021-10-31,22100092,Brooklyn Nets,Detroit Pistons,2021,117,91,1,,,,,,,,,,
2021-10-31,22100093,Los Angeles Lakers,Houston Rockets,2021,95,85,1,,,,,,,,,,
2021-10-30,22100078,Washington Wizards,Boston Celtics,2021,115,112,1,,,,,,,,,,
2021-10-30,22100079,Detroit Pistons,Orlando Magic,2021,110,103,1,,,,,,,,,,
2021-10-30,22100080,New Orleans Pelicans,New York Knicks,2021,117,123,0,,,,,,,,,,
2021-10-30,22100081,Indiana Pacers,Toronto Raptors,2021,94,97,0,,,,,,,,,,
2021-10-30,22100082,Philadelphia 76ers,Atlanta Hawks,2021,122,94,1,,,,,,,,,,
2021-10-30,22100083,Chicago Bulls,Utah Jazz,2021,107,99,1,,,,,,,,,,
2021-10-30,22100084,Memphis Grizzlies,Miami Heat,2021,103,129,0,,,,,,,,,,
2021-10-30,22100085,Milwaukee Bucks,San Antonio Spurs,2021,93,102,0,,,,,,,,,,
2021-10-30,22100086,Golden State Warriors,Oklahoma City Thunder,2021,103,82,1,,,,,,,,,,
2021-10-30,22100087,Minnesota Timberwolves,Denver Nuggets,2021,91,93,0,,,,,,,,,,
2021-10-30,22100088,Phoenix Suns,Cleveland Cavaliers,2021,101,92,1,,,,,,,,,,
2021-10-29,22100071,Toronto Raptors,Orlando Magic,2021,110,109,1,,,,,,,,,,
2021-10-29,22100072,Brooklyn Nets,Indiana Pacers,2021,105,98,1,,,,,,,,,,
2021-10-29,22100073,Miami Heat,Charlotte Hornets,2021,114,99,1,,,,,,,,,,
2021-10-29,22100074,New Orleans Pelicans,Sacramento Kings,2021,109,113,0,,,,,,,,,,
2021-10-29,22100075,Denver Nuggets,Dallas Mavericks,2021,106,75,1,,,,,,,,,,
2021-10-29,22100076,Portland Trail Blazers,Los Angeles Clippers,2021,111,92,1,,,,,,,,,,
2021-10-29,22100077,Los Angeles Lakers,Cleveland Cavaliers,2021,113,101,1,,,,,,,,,,
2021-10-28,22100065,Philadelphia 76ers,Detroit Pistons,2021,110,102,1,,,,,,,,,,
2021-10-28,22100066,Washington Wizards,Atlanta Hawks,2021,122,111,1,,,,,,,,,,
2021-10-28,22100067,Chicago Bulls,New York Knicks,2021,103,104,0,,,,,,,,,,
2021-10-28,22100068,Houston Rockets,Utah Jazz,2021,91,122,0,,,,,,,,,,
2021-10-28,22100069,Dallas Mavericks,San Antonio Spurs,2021,104,99,1,,,,,,,,,,
2021-10-28,22100070,Golden State Warriors,Memphis Grizzlies,2021,101,104,0,,,,,,,,,,
2021-10-27,22100055,Orlando Magic,Charlotte Hornets,2021,111,120,0,,,,,,,,,,
2021-10-27,22100056,Boston Celtics,Washington Wizards,2021,107,116,0,,,,,,,,,,
2021-10-27,22100057,Brooklyn Nets,Miami Heat,2021,93,106,0,,,,,,,,,,
2021-10-27,22100058,Toronto Raptors,Indiana Pacers,2021,118,100,1,,,,,,,,,,
2021-10-27,22100059,New Orleans Pelicans,Atlanta Hawks,2021,99,102,0,,,,,,,,,,
2021-10-27,22100060,Milwaukee Bucks,Minnesota Timberwolves,2021,108,113,0,,,,,,,,,,
2021-10-27,22100061,Oklahoma City Thunder,Los Angeles Lakers,2021,123,115,1,,,,,,,,,,
2021-10-27,22100062,Phoenix Suns,Sacramento Kings,2021,107,110,0,,,,,,,,,,
2021-10-27,22100063,Portland Trail Blazers,Memphis Grizzlies,2021,116,96,1,,,,,,,,,,
2021-10-27,22100064,Los Angeles Clippers,Cleveland Cavaliers,2021,79,92,0,,,,,,,,,,
2021-10-26,22100050,New York Knicks,Philadelphia 76ers,2021,112,99,1,,,,,,,,,,
2021-10-26,22100051,Oklahoma City Thunder,Golden State Warriors,2021,98,106,0,,,,,,,,,,
2021-10-26,22100052,Dallas Mavericks,Houston Rockets,2021,116,106,1,,,,,,,,,,
2021-10-26,22100053,San Antonio Spurs,Los Angeles Lakers,2021,121,125,0,,,,,,,,,,
2021-10-26,22100054,Utah Jazz,Denver Nuggets,2021,122,110,1,,,,,,,,,,
2021-10-25,22100041,Charlotte Hornets,Boston Celtics,2021,129,140,0,,,,,,,,,,
2021-10-25,22100042,Indiana Pacers,Milwaukee Bucks,2021,109,119,0,,,,,,,,,,
2021-10-25,22100043,Atlanta Hawks,Detroit Pistons,2021,122,104,1,,,,,,,,,,
2021-10-25,22100044,Brooklyn Nets,Washington Wizards,2021,104,90,1,,,,,,,,,,
2021-10-25,22100045,Miami Heat,Orlando Magic,2021,107,90,1,,,,,,,,,,
2021-10-25,22100046,Toronto Raptors,Chicago Bulls,2021,108,111,0,,,,,,,,,,
2021-10-25,22100047,Minnesota Timberwolves,New Orleans Pelicans,2021,98,107,0,,,,,,,,,,
2021-10-25,22100048,Denver Nuggets,Cleveland Cavaliers,2021,87,99,0,,,,,,,,,,
2021-10-25,22100049,Los Angeles Clippers,Portland Trail Blazers,2021,116,86,1,,,,,,,,,,
2021-10-24,22100035,Brooklyn Nets,Charlotte Hornets,2021,95,111,0,,,,,,,,,,
2021-10-24,22100036,New York Knicks,Orlando Magic,2021,104,110,0,,,,,,,,,,
2021-10-24,22100037,Houston Rockets,Boston Celtics,2021,97,107,0,,,,,,,,,,
2021-10-24,22100038,Oklahoma City Thunder,Philadelphia 76ers,2021,103,115,0,,,,,,,,,,
2021-10-24,22100039,Sacramento Kings,Golden State Warriors,2021,107,119,0,,,,,,,,,,
2021-10-24,22100040,Los Angeles Lakers,Memphis Grizzlies,2021,121,118,1,,,,,,,,,,
2021-10-23,22100027,Cleveland Cavaliers,Atlanta Hawks,2021,101,95,1,,,,,,,,,,
2021-10-23,22100028,Indiana Pacers,Miami Heat,2021,102,91,1,,,,,,,,,,
2021-10-23,22100029,Toronto Raptors,Dallas Mavericks,2021,95,103,0,,,,,,,,,,
2021-10-23,22100030,Chicago Bulls,Detroit Pistons,2021,97,82,1,,,,,,,,,,
2021-10-23,22100031,Minnesota Timberwolves,New Orleans Pelicans,2021,96,89,1,,,,,,,,,,
2021-10-23,22100032,San Antonio Spurs,Milwaukee Bucks,2021,111,121,0,,,,,,,,,,
2021-10-23,22100033,Portland Trail Blazers,Phoenix Suns,2021,134,105,1,,,,,,,,,,
2021-10-23,22100034,Los Angeles Clippers,Memphis Grizzlies,2021,114,120,0,,,,,,,,,,
2021-10-22,22100017,Cleveland Cavaliers,Charlotte Hornets,2021,112,123,0,,,,,,,,,,
2021-10-22,22100018,Orlando Magic,New York Knicks,2021,96,121,0,,,,,,,,,,
2021-10-22,22100019,Washington Wizards,Indiana Pacers,2021,135,134,1,,,,,,,,,,
2021-10-22,22100020,Boston Celtics,Toronto Raptors,2021,83,115,0,,,,,,,,,,
2021-10-22,22100021,Philadelphia 76ers,Brooklyn Nets,2021,109,114,0,,,,,,,,,,
2021-10-22,22100022,Chicago Bulls,New Orleans Pelicans,2021,128,112,1,,,,,,,,,,
2021-10-22,22100023,Houston Rockets,Oklahoma City Thunder,2021,124,91,1,,,,,,,,,,
2021-10-22,22100024,Denver Nuggets,San Antonio Spurs,2021,102,96,1,,,,,,,,,,
2021-10-22,22100025,Los Angeles Lakers,Phoenix Suns,2021,105,115,0,,,,,,,,,,
2021-10-22,22100026,Sacramento Kings,Utah Jazz,2021,101,110,0,,,,,,,,,,
2021-10-21,22100014,Atlanta Hawks,Dallas Mavericks,2021,113,87,1,,,,,,,,,,
2021-10-21,22100015,Miami Heat,Milwaukee Bucks,2021,137,95,1,,,,,,,,,,
2021-10-21,22100016,Golden State Warriors,Los Angeles Clippers,2021,115,113,1,,,,,,,,,,
2021-10-20,22100003,Charlotte Hornets,Indiana Pacers,2021,123,122,1,,,,,,,,,,
2021-10-20,22100004,Detroit Pistons,Chicago Bulls,2021,88,94,0,,,,,,,,,,
2021-10-20,22100005,New York Knicks,Boston Celtics,2021,138,134,1,,,,,,,,,,
2021-10-20,22100006,Toronto Raptors,Washington Wizards,2021,83,98,0,,,,,,,,,,
2021-10-20,22100007,Memphis Grizzlies,Cleveland Cavaliers,2021,132,121,1,,,,,,,,,,
2021-10-20,22100008,Minnesota Timberwolves,Houston Rockets,2021,124,106,1,,,,,,,,,,
2021-10-20,22100009,New Orleans Pelicans,Philadelphia 76ers,2021,97,117,0,,,,,,,,,,
2021-10-20,22100010,San Antonio Spurs,Orlando Magic,2021,123,97,1,,,,,,,,,,
2021-10-20,22100011,Utah Jazz,Oklahoma City Thunder,2021,107,86,1,,,,,,,,,,
2021-10-20,22100012,Phoenix Suns,Denver Nuggets,2021,98,110,0,,,,,,,,,,
2021-10-20,22100013,Portland Trail Blazers,Sacramento Kings,2021,121,124,0,,,,,,,,,,
2021-10-19,22100001,Milwaukee Bucks,Brooklyn Nets,2021,127,104,1,,,,,,,,,,
2021-10-19,22100002,Los Angeles Lakers,Golden State Warriors,2021,114,121,0,,,,,,,,,,
2021-10-15,12100059,Miami Heat,Boston Celtics,2021,121,100,1,,,,,,,,,,
2021-10-15,12100060,Detroit Pistons,Philadelphia 76ers,2021,112,108,1,,,,,,,,,,
2021-10-15,12100061,Indiana Pacers,Cleveland Cavaliers,2021,94,110,0,,,,,,,,,,
2021-10-15,12100062,New York Knicks,Washington Wizards,2021,115,113,1,,,,,,,,,,
2021-10-15,12100063,Chicago Bulls,Memphis Grizzlies,2021,118,105,1,,,,,,,,,,
2021-10-15,12100064,Milwaukee Bucks,Dallas Mavericks,2021,103,114,0,,,,,,,,,,
2021-10-15,12100065,San Antonio Spurs,Houston Rockets,2021,126,98,1,,,,,,,,,,
2021-10-15,12100066,Golden State Warriors,Portland Trail Blazers,2021,119,97,1,,,,,,,,,,
2021-10-14,12100055,Atlanta Hawks,Miami Heat,2021,127,92,1,,,,,,,,,,
2021-10-14,12100056,Brooklyn Nets,Minnesota Timberwolves,2021,107,101,1,,,,,,,,,,
2021-10-14,12100057,Oklahoma City Thunder,Denver Nuggets,2021,107,113,0,,,,,,,,,,
2021-10-14,12100058,Sacramento Kings,Los Angeles Lakers,2021,116,112,1,,,,,,,,,,
2021-10-13,12100054,Phoenix Suns,Portland Trail Blazers,2021,119,74,1,,,,,,,,,,
2021-10-13,12100048,Charlotte Hornets,Dallas Mavericks,2021,59,127,0,,,,,,,,,,
2021-10-13,12100049,Indiana Pacers,Memphis Grizzlies,2021,109,107,1,,,,,,,,,,
2021-10-13,12100050,Orlando Magic,Boston Celtics,2021,103,102,1,,,,,,,,,,
2021-10-13,12100051,New York Knicks,Detroit Pistons,2021,108,100,1,,,,,,,,,,
2021-10-13,12100052,Oklahoma City Thunder,Denver Nuggets,2021,108,99,1,,,,,,,,,,
2021-10-13,12100053,Utah Jazz,Milwaukee Bucks,2021,124,120,1,,,,,,,,,,
2021-10-12,12100046,Washington Wizards,Toronto Raptors,2021,108,113,0,,,,,,,,,,
2021-10-12,12100047,Los Angeles Lakers,Golden State Warriors,2021,99,111,0,,,,,,,,,,
2021-10-11,12100039,Toronto Raptors,Houston Rockets,2021,107,92,1,,,,,,,,,,
2021-10-11,12100040,Miami Heat,Charlotte Hornets,2021,104,103,1,,,,,,,,,,
2021-10-11,12100041,Philadelphia 76ers,Brooklyn Nets,2021,115,104,1,,,,,,,,,,
2021-10-11,12100042,Memphis Grizzlies,Detroit Pistons,2021,127,92,1,,,,,,,,,,
2021-10-11,12100043,Utah Jazz,New Orleans Pelicans,2021,127,96,1,,,,,,,,,,
2021-10-11,12100044,Portland Trail Blazers,Sacramento Kings,2021,93,107,0,,,,,,,,,,
2021-10-11,12100045,Los Angeles Clippers,Minnesota Timberwolves,2021,100,128,0,,,,,,,,,,
2021-10-10,12100035,Orlando Magic,San Antonio Spurs,2021,100,101,0,,,,,,,,,,
2021-10-10,12100036,Cleveland Cavaliers,Chicago Bulls,2021,101,102,0,,,,,,,,,,
2021-10-10,12100037,Milwaukee Bucks,Oklahoma City Thunder,2021,130,110,1,,,,,,,,,,
2021-10-10,12100038,Los Angeles Lakers,Phoenix Suns,2021,94,123,0,,,,,,,,,,
2021-10-09,12100032,Boston Celtics,Toronto Raptors,2021,113,111,1,,,,,,,,,,
2021-10-09,12100033,Washington Wizards,New York Knicks,2021,99,117,0,,,,,,,,,,
2021-10-09,12100034,Memphis Grizzlies,Atlanta Hawks,2021,87,91,0,,,,,,,,,,
2021-10-08,12100025,Cleveland Cavaliers,Indiana Pacers,2021,100,109,0,,,,,,,,,,
2021-10-08,12100026,Brooklyn Nets,Milwaukee Bucks,2021,119,115,1,,,,,,,,,,
2021-10-08,12100027,Chicago Bulls,New Orleans Pelicans,2021,121,85,1,,,,,,,,,,
2021-10-08,12100028,Dallas Mavericks,Los Angeles Clippers,2021,122,114,1,,,,,,,,,,
2021-10-08,12100029,San Antonio Spurs,Miami Heat,2021,105,109,0,,,,,,,,,,
2021-10-08,12100030,Denver Nuggets,Minnesota Timberwolves,2021,112,114,0,,,,,,,,,,
2021-10-08,12100031,Golden State Warriors,Los Angeles Lakers,2021,121,114,1,,,,,,,,,,
2021-10-07,12100022,Charlotte Hornets,Memphis Grizzlies,2021,98,128,0,,,,,,,,,,
2021-10-07,12100023,Philadelphia 76ers,Toronto Raptors,2021,125,113,1,,,,,,,,,,
2021-10-07,12100024,Houston Rockets,Miami Heat,2021,106,113,0,,,,,,,,,,
2021-10-06,12100020,Phoenix Suns,Los Angeles Lakers,2021,117,105,1,,,,,,,,,,
2021-10-06,12100015,Detroit Pistons,San Antonio Spurs,2021,115,105,1,,,,,,,,,,
2021-10-06,12100016,Atlanta Hawks,Cleveland Cavaliers,2021,96,99,0,,,,,,,,,,
2021-10-06,12100017,New Orleans Pelicans,Orlando Magic,2021,104,86,1,,,,,,,,,,
2021-10-06,12100018,Dallas Mavericks,Utah Jazz,2021,111,101,1,,,,,,,,,,
2021-10-06,12100019,Golden State Warriors,Denver Nuggets,2021,118,116,1,,,,,,,,,,
2021-10-06,12100021,Los Angeles Clippers,Sacramento Kings,2021,98,113,0,,,,,,,,,,
2021-10-05,12100011,New York Knicks,Indiana Pacers,2021,125,104,1,,,,,,,,,,
2021-10-05,12100012,Chicago Bulls,Cleveland Cavaliers,2021,131,95,1,,,,,,,,,,
2021-10-05,12100013,Houston Rockets,Washington Wizards,2021,125,119,1,,,,,,,,,,
2021-10-05,12100014,Memphis Grizzlies,Milwaukee Bucks,2021,87,77,1,,,,,,,,,,
2021-10-04,12100002,Toronto Raptors,Philadelphia 76ers,2021,123,107,1,,,,,,,,,,
